position,time_period,end_date,xplaintiff,xstreet_clean,filings,top100,lat,lon
38,2023-03-01,2024-02-29,FATH LISA RIDGE LLC,2478 QUEEN CITY AVE,29,0.255,39.129935,-84.584048
39,2023-03-01,2024-02-29,LEGACY MGMT & DEVELOPMENT LTD,4880 WINTON RD,29,0.255,39.180618,-84.519724
40,2023-03-01,2024-02-29,FAY LTD PART,2483 NOTTINGHAM RD,29,0.255,39.156448,-84.5612
41,2023-03-01,2024-02-29,GATED PROPERTIES VIII LLC,2224 WESTWOOD NORTHERN BLVD,27,0.255,39.147223,-84.565973
42,2023-03-01,2024-02-29,ST FRANCIS COURT APARTMENTS,1860 QUEEN CITY AVE,27,0.255,39.12698,-84.560373
43,2023-03-01,2024-02-29,2650 LEHMAN RD LLC,2670 LEHMAN RD,26,0.255,39.116571,-84.551246
44,2023-03-01,2024-02-29,3583 ALASKA INVESTMENTS LLC,3583 ALASKA AVE,26,0.255,39.148379,-84.499558
45,2023-03-01,2024-02-29,ROLLING ACRES MOBILE HM PK INC,156 CITATION CIR,26,0.255,39.232613,-84.778321
46,2023-03-01,2024-02-29,DMG RENTALS 722 LLC,5131 COLERAIN AVE,26,0.255,39.182717,-84.569028
47,2023-03-01,2024-02-29,CLIFTON COLONY HOLDINGS LLC,3253 MORRISON AVE,25,0.255,39.141637,-84.529385
48,2023-03-01,2024-02-29,CLIFTON COLONY HOLDINGS LLC,715 CLIFTON COLONY DR,25,0.255,39.140335,-84.529588
49,2023-03-01,2024-02-29,SHABBAT SHALOM LLC,2058 AUBURN AVE,25,0.255,39.120096,-84.508182
50,2023-03-01,2024-02-29,GALBRAITH POINTE APARTMENTS,8210 W GALBRAITH POINTE LN,25,0.255,39.216143,-84.515404
51,2023-03-01,2024-02-29,INDIAN FOOTPRINT APTS LLC,190 LYNESS AVE,24,0.255,39.251306,-84.798156
52,2023-03-01,2024-02-29,APEX APTS OF CINCINNATI LLC,2661 W NORTH BEND RD,24,0.255,39.18945,-84.572509
53,2023-03-01,2024-02-29,CLIFTON COLONY HOLDINGS LLC,630 LOWELL AVE,24,0.255,39.141579,-84.530073
54,2023-03-01,2024-02-29,ZINGENUITY NORTH CREEK LLC,1560 W GALBRAITH RD,24,0.255,39.218327,-84.546222
55,2023-03-01,2024-02-29,3771 ROBB LLC,3773 ROBB AVE,24,0.255,39.157096,-84.62016
56,2023-03-01,2024-02-29,REMINGTON PLACE HOLDINGS LLC,1440 W KEMPER RD,24,0.255,39.290783,-84.535919
57,2023-03-01,2024-02-29,PINE RIDGE INVESTORS LLC,2362 MONTANA AVE,24,0.255,39.157391,-84.573892
58,2023-03-01,2024-02-29,BROOK APT BLDGS OF CINTI LLC,206 S WAYNE AVE,23,0.255,39.225311,-84.460574
59,2023-03-01,2024-02-29,BROOKSTONE VILLAGE,3522 BROOKSTONE DR,23,0.255,39.156861,-84.419897
60,2023-03-01,2024-02-29,MONT MICHEL INVESTORS LLC,688 RIDDLE RD,23,0.255,39.137172,-84.528356
61,2023-03-01,2024-02-29,ES PROPERTIES,1829 SUTTON AVE,23,0.255,39.087537,-84.391203
62,2023-03-01,2024-02-29,2650 LEHMAN RD LLC,2660 LEHMAN RD,22,0.255,39.116932,-84.550894
63,2023-03-01,2024-02-29,RBM CHALFONTE LLC,710 CHALFONTE PL,22,0.255,39.150393,-84.489812
64,2023-03-01,2024-02-29,BLUE VISTA REALTY LLC,1751 GILSEY AVE,22,0.255,39.121589,-84.583131
65,2023-03-01,2024-02-29,AUTUMN WOODS ASSOCIATES LLC,1914 WESTMONT LN,21,0.255,39.1233,-84.572675
66,2023-03-01,2024-02-29,CINAVON ASSOCIATES LLC,920 BURTON AVE,21,0.255,39.151212,-84.484284
67,2023-03-01,2024-02-29,FATH LAKE OF THE WOODS LLC,1841 LAKENOLL DR,21,0.255,39.22795,-84.554019
68,2023-03-01,2024-02-29,MIAMI VIEW ESTATES MHP LLC,8756 BUTTERNUT CT,20,0.255,39.210728,-84.730022
69,2023-03-01,2024-02-29,CINCINNATI WYOMING LLC,1915 WYOMING AVE,20,0.255,39.123436,-84.575711
70,2023-03-01,2024-02-29,WILLOWS OF SPRINGDALE LP,1165 CHESTERDALE DR,20,0.255,39.294074,-84.450548
71,2023-03-01,2024-02-29,CLIFTON COLONY HOLDINGS LLC,611 LOWELL AVE,20,0.255,39.140356,-84.528298
72,2023-03-01,2024-02-29,SEGA GROUP LLC,7732 GREENLAND PL,20,0.255,39.203264,-84.459432
73,2023-03-01,2024-02-29,ELBOW RESIDENTS LLC,531 ELBERON AVE,20,0.255,39.101932,-84.567244
74,2023-03-01,2024-02-29,JAMES S WACHS TR,575 W MARTIN LUTHER KING JR DR,20,0.255,39.139439,-84.527277
75,2023-03-01,2024-02-29,COMMONS RES LLC,121 TOWNE COMMONS WAY,19,0.255,39.263537,-84.476802
76,2023-03-01,2024-02-29,REALIANT PROPERTY MGMT LLC,3167 REGAL LN,19,0.255,39.226724,-84.585955
77,2023-03-01,2024-02-29,BG280 PROPERTIES LLC,30 S TERRACE DR,19,0.255,39.230108,-84.435929
78,2023-03-01,2024-02-29,SNS MANAGEMENT LLC,2905 BANNING RD,19,0.255,39.210073,-84.582719
79,2023-03-01,2024-02-29,BG278 PROPERTIES LLC,1120 TALL OAKS CIR,19,0.255,39.255045,-84.800825
80,2023-03-01,2024-02-29,GASLIGHT PROPERTY MGMT LTD,1600 THOMPSON HEIGHTS AVE,18,0.255,39.172252,-84.540276
81,2023-03-01,2024-02-29,MATT & JACE LLC,300 HILLSIDE AVE,18,0.255,39.229151,-84.455061
82,2023-03-01,2024-02-29,BURGUNDY APARTMENTS LLC,3265 ROCKER DR,18,0.255,39.217397,-84.588727
83,2023-03-01,2024-02-29,SNS MANAGEMENT LLC,10086 QUAILWOOD DR,18,0.255,39.27811,-84.559627
84,2023-03-01,2024-02-29,CMHA,1621 LINN ST,18,0.255,39.114427,-84.527782
85,2023-03-01,2024-02-29,STAR CENTURY LAKE LLC @6,62 BISHOPSGATE DR,17,0.255,39.266485,-84.47413
86,2023-03-01,2024-02-29,601 PETE ROSE WAY LLC,601 E PETE ROSE WAY,17,0.255,39.100624,-84.501126
87,2023-03-01,2024-02-29,KENSINGTON PARK APARTMENTS,11651 NORBOURNE DR,17,0.255,39.292148,-84.539517
88,2023-03-01,2024-02-29,PRINCE FREDERICK LLC,8222 KINGSMERE CT,17,0.255,39.216157,-84.511373
89,2023-03-01,2024-02-29,KENWOOD SCA LLC,4751 ASPIRE BLVD,17,0.255,39.20378,-84.381295
90,2023-03-01,2024-02-29,5411 BLUE SKY LLC,5452 NORTHCREST LN,17,0.255,39.194582,-84.655743
91,2023-03-01,2024-02-29,ISLAND BREEZE ASSOCIATES LLC,1042 GROESBECK RD,17,0.255,39.193612,-84.532854
92,2023-03-01,2024-02-29,QUEEN CITY PORTFOLIO LLC,2301 SALVADOR ST,16,0.255,39.096442,-84.386183
93,2023-03-01,2024-02-29,WOOSTER PIKE PROP INVTRS 1 LLC,8208 WOOSTER PIKE,16,0.255,39.143541,-84.339943
94,2023-03-01,2024-02-29,12000 LAWNVIEW LLC,12130 LAWNVIEW AVE,16,0.255,39.290615,-84.484245
95,2023-03-01,2024-02-29,RL MAGNOLIA ALTITUDE SUB 1 LLC,4884 HUNT RD,16,0.255,39.229042,-84.375879
96,2023-03-01,2024-02-29,CINCI METRO HOUSING AUTHORITY,835 POPLAR ST,16,0.255,39.114769,-84.528734
97,2023-03-01,2024-02-29,UNION BAPTIST CH PION HOUS INC,619 CENTRAL AVE,16,0.255,39.102227,-84.520129
98,2023-03-01,2024-02-29,BAHAMA TERRACE LLC,5375 BAHAMA TER,16,0.255,39.18829,-84.566263
99,2023-03-01,2024-02-29,GLEN MEADOWS LTD PART,7029 GLEN MEADOW LN,16,0.255,39.188914,-84.468277
100,2023-03-01,2024-02-29,601-615 MCALPIN AVENUE LLC,609 MCALPIN AVE,16,0.255,39.150051,-84.530715
